Now,Hex,Flight,Lat,Lon,Alt,Track,Speed,Squawk,Messages,Groundspeed,Rate_of_climb,Category,Time
1692997911.000000,acdfab,,0.000000,0.000000,0,0.000000,0.000000,,186,0.000000,0,A3,2023-08-25T16:11:51-05:00
1692997911.000000,ace96a,ASA30   ,44.746244,-92.425634,35000,121.200000,525.800000,3727,1946,525.800000,64,A3,2023-08-25T16:11:51-05:00
1692997911.000000,a25cdc,SKW4125 ,44.625580,-92.340557,18125,126.000000,418.000000,,2069,418.000000,1600,A3,2023-08-25T16:11:51-05:00
1692997911.000000,acba1b,,0.000000,0.000000,0,0.000000,0.000000,,539,0.000000,0,A3,2023-08-25T16:11:51-05:00
1692997911.000000,a93257,,0.000000,0.000000,0,0.000000,0.000000,,2138,0.000000,0,A3,2023-08-25T16:11:51-05:00
1692997911.000000,ada16f,,0.000000,0.000000,0,0.000000,0.000000,,228,0.000000,0,A3,2023-08-25T16:11:51-05:00
1692997911.000000,a9db6d,,0.000000,0.000000,0,0.000000,0.000000,,410,0.000000,0,A1,2023-08-25T16:11:51-05:00
1692997911.000000,a375f7,,0.000000,0.000000,0,0.000000,0.000000,,1242,0.000000,0,A2,2023-08-25T16:11:51-05:00
1692997911.000000,a61a4b,N4923D  ,44.863835,-93.014474,1600,273.500000,97.200000,1200,1861,97.200000,0,A1,2023-08-25T16:11:51-05:00
1692997941.000000,ab8b56,,0.000000,0.000000,8675,0.000000,0.000000,,6,0.000000,0,,2023-08-25T16:12:21-05:00
1692997941.000000,a4ebf1,,0.000000,0.000000,0,0.000000,0.000000,,13,0.000000,0,,2023-08-25T16:12:21-05:00
1692997941.000000,a122c9,,0.000000,0.000000,2975,0.000000,0.000000,,42,0.000000,0,A1,2023-08-25T16:12:21-05:00
1692997941.000000,a3db51,,0.000000,0.000000,0,0.000000,0.000000,,9,0.000000,0,,2023-08-25T16:12:21-05:00
1692997941.000000,a35605,DAL1529 ,44.480151,-92.829314,15425,116.700000,422.200000,3620,310,422.200000,576,A3,2023-08-25T16:12:21-05:00
1692997941.000000,aa73b9,,0.000000,0.000000,0,0.000000,0.000000,,11,0.000000,0,,2023-08-25T16:12:21-05:00
1692997941.000000,a53f84,,0.000000,0.000000,0,0.000000,0.000000,,92,0.000000,0,A1,2023-08-25T16:12:21-05:00
1692997941.000000,a37b1c,,45.236298,-92.441973,21050,76.300000,421.000000,5740,1953,421.000000,1856,A3,2023-08-25T16:12:21-05:00
1692997941.000000,acdfab,,0.000000,0.000000,0,0.000000,0.000000,,186,0.000000,0,A3,2023-08-25T16:12:21-05:00
1692997941.000000,ace96a,ASA30   ,44.702159,-92.323206,35000,121.100000,525.300000,3727,2048,525.300000,-64,A3,2023-08-25T16:12:21-05:00
1692997941.000000,a25cdc,SKW4125 ,44.625580,-92.340557,18125,126.000000,418.000000,,2069,418.000000,1600,A3,2023-08-25T16:12:21-05:00
1692997941.000000,acba1b,,0.000000,0.000000,0,0.000000,0.000000,,539,0.000000,0,A3,2023-08-25T16:12:21-05:00
1692997941.000000,a93257,,0.000000,0.000000,0,0.000000,0.000000,,2138,0.000000,0,A3,2023-08-25T16:12:21-05:00
1692997941.000000,ada16f,,0.000000,0.000000,0,0.000000,0.000000,,228
