ts_epoch,Hex,Flight,Lat,Lon,Alt,Track,Speed,Squawk,Messages,Groundspeed,Rate_of_climb,af_category,ts_iso8601
1693090305,ade191,DAL2992 ,44.865976,-92.779139,12900,274.9,307.1,3311,1969,307.1,-768,A3,2023-08-26T17:51:44-05:00
1693090305,ac0b96,,0,0,0,0,0,,194,0,0,A3,2023-08-26T17:51:44-05:00
1693090305,aaeb1b,,0,0,0,300.5,277.5,,2132,277.5,0,A1,2023-08-26T17:51:44-05:00
1693090305,abb839,,0,0,1400,0,0,,711,0,0,,2023-08-26T17:51:44-05:00
1693090305,a44308,DAL1717 ,44.938156,-93.027584,7750,294.5,258.2,2441,3251,258.2,-64,A3,2023-08-26T17:51:44-05:00
1693090305,c058bf,ACA740  ,44.514267,-91.144867,40975,90.6,546,3275,1803,546,0,A5,2023-08-26T17:51:44-05:00
1693090305,a65a7a,,0,0,0,0,0,,1206,0,0,A1,2023-08-26T17:51:44-05:00
1693090305,a59d63,,44.651929,-93.586902,34000,278.3,408.3,,1946,408.3,0,A3,2023-08-26T17:51:44-05:00
1693090305,abb6bc,,0,0,0,0,0,,2724,0,0,A2,2023-08-26T17:51:44-05:00
1693090335,a16ff1,,45.489171,-92.253403,36000,285.4,403.4,,54,403.4,0,,2023-08-26T17:52:14-05:00
1693090335,a66175,N510AF  ,44.981891,-92.134094,30000,301.9,281.6,5622,29,281.6,0,A1,2023-08-26T17:52:14-05:00
1693090335,a605f0,,0,0,0,0,0,,5,0,0,,2023-08-26T17:52:14-05:00
1693090335,a2b133,UAL755  ,45.605179,-92.963219,37000,105.4,521.9,6621,279,521.9,0,A3,2023-08-26T17:52:14-05:00
1693090335,acb82c,DAL2034 ,44.867889,-92.549351,15775,268.5,346.1,1364,1283,346.1,-2176,A3,2023-08-26T17:52:14-05:00
1693090335,a6dfbf,JIA5588 ,44.685353,-92.666462,12675,111.4,355.6,3630,1066,355.6,0,A3,2023-08-26T17:52:14-05:00
1693090335,a9bb53,N726RF  ,45.006363,-92.592643,15725,99.7,434.2,534,1483,434.2,0,A2,2023-08-26T17:52:14-05:00
1693090335,ad2baa,,44.361629,-92.09792,35000,102.9,522.3,3515,1048,522.3,0,A3,2023-08-26T17:52:14-05:00
1693090335,a6ff6c,N550AA  ,44.557892,-91.989768,45000,121.5,532.4,2435,1901,532.4,-64,A3,2023-08-26T17:52:14-05:00
1693090335,ade191,DAL2992 ,44.876816,-92.833753,12125,294.4,295.4,3311,2252,295.4,-1920,A3,2023-08-26T17:52:14-05:00
1693090335,ac0b96,,0,0,0,0,0,,194,0,0,A3,2023-08-26T17:52:14-05:00
1693090335,aaeb1b,,0,0,0,0,0,,2132,0,0,A1,2023-08-26T17:52:14-05:00
1693090335,abb839,,0,0,1400,0,0,,711,0,0,,2023-08-26T17:52:14-05:00
1693090335,a44308,DAL1717 ,44.952889,-93.07376,7750,293.8,257.9,2441,3414,257.9,0,A3,2023-08-26T17:52:14-05:00
1693090335,c058bf,ACA740  ,44.514267,-91.144867,40975,90.6,546,,1803,546,0,A5,2023-08-26T17:52:14-05:00
1693090335,a65a7a,,0,0,0,0,0,,1206,0,0,A1,2023-08-26T17:52:14-05:00
